city,company_name,contact_person,designation,email,fax,mobile,phone,pincode,state,street_Address,website
BANGALORE,FREEDOM HOLIDAYS & LEISURE TRAVEL PVT. LTD.,MR. GOVIND SHANKAR,MANAGING DIRECTOR,govind@freedomholidaysindia.org,080-25271844,.,080-25272182,,KARNATAKA,"1009, 2ND CROSS, 13TH MAIN HAL, IIND STAGE",www.freedomholidaysindia.org
GOA,FRED TRAVELS (P) LTD.,MRS.PERVIZ RUSI SURTI,DIRECTOR,goa@fredtravels.com,0832-2789536,.,0832-2789521/2789536,,GOA,"G-6,K GALAXY,NR.GREEN, MARGAO COLVA ROAD VANELIM,SALCETTE",www.fredtravels.com
MUMBAI,FRED TRAVELS (P) LTD.,MRS.PERVIZ RUSI SURTI,DIRECTOR,info@fredtravels.com,,,022-24928812/24918602/249,,MAHARASHTRA,"RF-IV, KAKAD CHAMBERS-ANNEXE, 132, DR. ANNIE BEASANT ROAD, WORLI",www.fredtravels.com
GOA,FREEDOM HOLIDAYS PVT. LTD.,MR. MARTIN JOSEPH,MANAGING DIRECTOR,operations@freedom-holidays.com,0832-2438323,919822984481,0832-2438320/21,,GOA,"OFF NO.6, 3RD FLOOR, NR.KTC BUS STAND, PATTO CENTRE BUILDING, PATTO,PANJIM",www.freedom-holidays.com
PUNE,FOUR WAVES TRAVELS PVT. LTD.,MR. RAHUL R. PASARKAR,MANAGING DIRECTOR,rahul.pasarkar@fourwaves.in,.,.,0091 - 20 - 25434088,411029,MAHARASHTRA,"OFFICE NO.1, GROUND FLOOR, GANESHDEEP APARTMENT, OPP. JOG HIGH SCHOOL, MAYUR COLONY, KOTHRUD",
JAIPUR,FOUR SEASONS INDIA TOURS,MR. VIJAY KUMAR SANCHETI,PARTNER,,0141-5112608,,0141-5112605/6/7,,RAJASTHAN,"406,V-JAI CITY POINT, AHINSA CIRCLE SUBHASH MARG, C-SCHEME",
MUMBAI,FOURWAYS TRAVELS PVT. LTD.,MR. M.Z. SIDDIQUI,M.D.,faisal@fourwaystravels.com,022-22871372,,"022-22872791, 22872792-93",,MAHARASHTRA,"214/18, RAHEJA CENTRE GOUND FLOOR, NARIMAN POINT",
KOLLAM DISTT.,FRAGRANT NATURE RETREAT AND RESORTS PVT. LTD.,MR.NIXON VARGHESE,GENERAL MANAGER,nixon@fragrantnature.com,0174-2518021,,0174-2514000,,KERALA,"BUILDING NO.CPI/07-20 A, NEDUGOLAM, P.O. PARAVUR",www.fragrantnature.com
VISAKHAPATANAM,FORTUNE INN SREE KANYA (A Unit of Sreekanya Devallu & Sons Hotels),MR. K. GURUMURTHY,J.M.D.,sreekanya@rediffmail.com,0891-3011866,.,"0891-3988444, 2541155",530016,ANDHRA PRADESH,"47-10-34 & 35, DWARA KANAGAR DIAMOND PARK, SREEKANYA ROAD",www.fortunehotels.in
GURGAON,FORTUNE PARK HOTELS LTD.,MR.VIJAY JAISWAL,HEAD SALES & MARKETING,contactus@fortunehotels.in,0124-4051734,.,0124-4171717,,HARYANA,"ITC, GREEN CENTRE, 10-INSTITUTIONAL AREA SECTOR-32",www.fortunehotels.in
THIRUVANANTHAPURAM,FORV HOLIDAYS & TRAVEL PVT. LTD.,MR.MANU TG NAIR,MANAGING DIRECTOR,forvtrv@gmail.com,,-,"0471-2453751, 2453752-3",,KERALA,"TC 28/2844-1-2-3 PARAMOUNT TOWERS AMBUJA VILASOM ROAD, KUNNUPURAM",www.forvholidays.com
MUMBAI,FORVOL INTERNATIONAL SERVICES LTD.,MR. SUSHIL BHATT,C.E.O,sushil.forvol@shapoorji.com,"022-22885600, 61941115",9892484817,022-61941151-101-100,,MAHARASHTRA,"S.P. CENTRE, 'B' WING, 41/44, MINOO DESAI MARG,(BEHIND RADIO",www.forvoltours.com
NEW DELHI,FORMULA CORPORATE SOLUTIONS INDIA PVT. LTD.,MR. RAMAN NARULA,MANAGING DIRECTOR,shivani@formulaindia.com,011 - 45054444,.,011 - 45054444,110065,DELHI,"27, COMMUNITY CENTRE, EAST OF KAILASH",www.thetravelformula.com
JAIPUR,FORTS & PALACES TOURS LIMITED,MR. BAHADUR SINGH RAJAWAT,DIRECTOR,jaipur@palaces-tours.com,.,.,"0141-2354508, 2356959",302021,RAJASTHAN,"S-1, PRABHAKAR APTS., SCHEME NO. 8 NEAR GANDHI PATH, VAISHALI NAGAR",www.palaces-tours.com
NEW DELHI,FORE REPRESENTATIONS & TRAVELS (P) LTD.,MR.PARIKSHIT SAWHNEY,MANAGING DIRECTOR,management@forerepresentations.com,011-41440810,,"011-41000800, 45551515",,DELHI,"J9/59, RAJOURI GARDEN",www.forerepresentations.com
KOCHI,FLYZONE VENTURES,MR.AJITHKKUMAR T.A.,PARTNER,flyzoneventures@gmail.com,,9446590303,"0484-2397668, 4073925 (M)",,KERALA,"41/2770, SULTHAN CHAMBERS, ROOM NO.205, NORTH RAILWAY STATION, PARAMARA ROAD",www.flyzoneventures.com
IDUKKI,FORT MUNNAR,MR. TISSAN J. THACHANKARY,CHAIRMAN,royalgroup@eth.net,0484-2367740,9447079018/17/16,"0484-2367720,2370060,(M)9",,KERALA,"CHINNAKANAL, MUNNAR IDUKKI DISTRICT",www.fortmunnar.com
NEW DELHI,FORESEE AVIATION PVT. LTD.,MR.SANTOSH KUMAR SHARMA,DIRECTOR,santosh@foreseeaviation.com,011-45650888,.,"011-45650888, 42248219",,DELHI,"SUITE-S-3, MALHAN PLAZA, PLOT NO.-5, POCKET-7, SECTOR-12, DWARKA",www.foreseeaviation.com
CHENNAI,FLY ALBATROSS TRAVEL & TOURS P.LTD.,MR.KUMAR ASIRVATHAM,MANAGING DIRECTOR,albatrossmd@flyalbatross.com,044-42066969,-,044-42067070,,TAMIL NADU,"WOOD HEAD CENTRE, NO. 23,SIVA GANGA ROAD NUNGAMBAKKAM",www.flyalbatross.com
GUWAHATI,FLYEASY,MR.VISHAL JAIN,PROPRIETOR,shivaniholidays@hotmail.com,,,0361-2464263,,ASSAM,"B-8, TRBENI'S COMMERCIAL COMPLEX G.S. ROAD, ULUBARI",
CHENNAI,FOOTPRINT LEISURE PVT. LTD.,MR. G.VISWANATHAN,C.E.O.,vish@footprintholidays.com,.,+91 .9445743902,0091-40-42112967,600085,TAMILNADU,"NO.5, IIND FLOOR, AMBADI ROAD,NO.5, IIND FLOOR, AMBADI ROAD",http://www.footprintindia.in
NEW DELHI,FLYWELL TRAVELS,MR. ANIL B. BAL - PROPRIETOR,"MRS. VAIJAYANTI ANI BAL, G.M.",flywell@flywell.com,011-26186294,,"011-26106299,26106299, 26",,DELHI,"B2/50, SAFDARJUNG ENCLAVE",www.flywell.com
BANGALORE,FLIGHT SHOP,MR.SHEKHAR G.KANDUR,CEO,shekar@flightshop.in,,.,080-40471700,,KARNATAKA,"#8/12- HONNAM COMPLEX, SOUTH CROSS ROAD BASAVANAGUDI",
DELHI,FLOAT & FLY TOUR (P) LTD.,MR. NOOR MOHAMMAD ALIKADLI,M.D.,floatfly@airtelmail.in,011-26447708,,011-42175927/ 42175977/42,110091,DELHI,"OFFICE NO.83, 3RD FLOOR, SHIVA ARCADE A-2, ACHARYA NIKETAN, MAYUR VIHAR, PHASE-I",www.floatflytours.com
NEW DELHI,FLEXI TOURS (P) LTD.,MR. RAMAN S. TANEJA,MANAGING DIRECTOR,info@flexitours.net,011-29812210,9811011491,011-46524652 (M)981101149,,DELHI,"TANEJA HOUSE, I-84, FIRST FLOOR LAJPAT NAGAR-II",www.flexitours.com
GURGAON,FIRST TOURS INDIA PVT. LTD.,MR.SANJAY ARORA,EXECUTIVE DIRECTOR,info@firstours.com,0124-4067734,919810064304,"0124-4067722, 4067733",,HARYANA,"SF-07, JMD REGENT PLAZA MEHRAULI GURGAON ROAD",www.firstours.com
AHMEDABAD,FLAMINGO TRANSWORLD (P) LTD.,MS. MEETA SHAH,DIRECTOR,meeta@flamingotravels.co.in,079-30084341,.,079-30084331-4340,,GUJARAT,"201-202, GALA BUSINESS CENTER ST. XAVIERS COLLEGE CORNER",www.flamingotravels.co.in
DELHI,FLAG TRAVEL SERVICES PVT. LTD.,MR. VINAY ARORA,DIRECTOR,flagtravels@hotmail.com,011-27227919,,011-47011111 (100 LINES),110052,DELHI,"SUITE NO. 112, LSC, DDA MARKET, POCKET-B, PHASE-III ASHOK VIHAR",www.traveldham.com
GUWAHATI,FLAMINGO TRAVELS & ADVENTURES (A) PVT. LTD.,MR. SANJIV GOGOI,MG.DIRECTOR,info@flamingotravels.com,0361-2454669,0091-9864047900,0091 - 9435197651,781021,ASSAM,"S.KHANIKAR SECTION (BELOW SBI CHANMARI BR), REGALIA COMPLEX, HOUSE NO -218, MRD ROAD CHANDMARI",www.flamingotravels.com
NOIDA,FCM TRAVEL SOLUTIONS (I) P. LTD.,MR.MANPREET BINDRA,DIRECTOR-LEISURE & MICE,tours@in.fcm.travel,.,+91 .,0120 - 3368300,201301,UTTAR PRADESH,"D-7, UPPER GROUND FLOOR, SECTOR-3",www.in.fcm.travel
PALI,FATEH BAGH (A Unit of the Lake Palace Hotels & Motels Pvt. Ltd.),MR. ADITYAVEER SINGH RANAWAT,GENERAL MANAGER,adityaveer.singh@hrhhotels.com,.,0091-9928015388,0091-294-2528016,313001,RAJASTHAN,"RANAKPUR ROAD, RANAKPUR DISTT. PALI",www.hrhindia.com
JAIPUR,FEAST INDIA TOURS PVT. LTD.,MR. RAMESH MEENA,DIRECTOR,info@feastindiatours.com,,NULL,0141-2554806,302015,RAJASTHAN,"513, FIFTH FLOOR BALAJI TOWER-IV, AIRPORT PLAZA DURGAPURA, TONK ROAD",www.feastindiatours.com
GOA,FIRST CLASS HOLIDAYS,MR.ADOLFO FERNANDES,MANAGING DIRECTOR,info@firstclassholidays.co.in,0832-2232072,.,0832-2420353/54,403001,GOA,"20, NAVELCAR TRADE CENTER IV FLOOR, MAHATAMA GANDHI ROAD, PANJIM",www.firstclassholidays.co.in
NEW DELHI,FASTRIP (INDIA) PVT. LTD.,MR. ADIL AHMAD,DIRECTOR,adil@fastriponline.com,.,.,011-41717108-09,110025,DELHI,"FF-08 TDI CENTRE, JASOLA",www.fastrip.biz
NEW DELHI,FAREPAYER.COM,MR. SANDEEP GALHOTRA,PROPRIETOR,sandeep@farepayer.com,.,0091-999 978 8831,011 - 49040610 / 611,110058,DELHI,"504, 5th FLOOR, JAINA TOWER-1, DISTRICT CENTRE",www.farepayer.com
FARIDABAD,FAR HORIZON TOURS PVT. LTD.,MR. SANJAY BASU,MANAGING DIRECTOR,sanjay@farhorizonindia.com,0129-4098098,9810152903,"0129-4098000,4098099,4098",,HARYANA,"50 GF, CHARMWOOD PLAZA EROS GARDEN,SURAJKUND ROAD",www.farhorizonindia.com
JAIPUR,FAR DESTINATIONS TOURS PVT. LTD.,MR. SOBHAGAY SINGH,DIRECTOR,travel@fardestinationstours.com,0141-4003872,,0141-2203872/4003872,,RAJASTHAN,"405-406, BHAVYA TOWER, 4TH FLOOR KABEER MARG, BANI PARK",www.fardestinationstours.com
KOLKATA,FAIRLAWN HOTEL PVT. LTD.,MR. E.F. SMITH,DIRECTOR,fairlawn@cal.vsnl.net.in,033-22521835,.,"033-22521510,22528766",,WEST BENGAL,"13/A, SUDDER STREET",
NEW DELHI,FAR CORNERS TRAVEL PVT. LTD.,MR. VINOD HINGORANI,DIRECTOR,raman60@hotmail.com,.,0091-9810017526,"011-26851129, 26850884",110016,DELHI,"1, MAYFAIR COMMERCIAL COMPLEX, MAYFAIR GARDEN",www.rendezvousindia.com
KOLKATA,FARSIGHT TRAVEL DESK LLP,MR. ROHIT AGARWALA,DESIGNATED PARTNER,travel@mytraveldesk.in,033 - 40702174,0091-9477077777,033 - 22315757 - 40702174,700069,WEST BENGAL,"09,CROOKED LANE, 1st FLOOR, ROOM # 8",www.mytraveldesk.in
NEW DELHI,FANTASY TRAVELS & TOURS PVT. LTD.,MR.ARUN ANAND,DIRECTOR,indiafantasytravels@gmail.com,,,011-47025152,110008,DELHI,"101 SHRIRAM BHAWAN,RANJEET NAGAR COMMERCIAL COMPLEX",
AGRA,FAIR INDIA TRAVEL,MR. IMRAN KHAN,PROPRIETOR,fairindiatravel@gmail.com,.,0091 - 97 60 037 550,0091- 97 60 037 550,282001,UTTAR PRADESH,"405, SADAR BAZAR",www.fairindiatravel.com
KOLKATA,EXPRESS TRAVELS & TOURS,MR. GAUTAM BANERJEE,PROPRIETOR,gautamett@gmail.com,033-22346164,+91 9830047738,"033-22346163,64",700012,WEST BENGAL,"WHITE TOWER ANNEXE, UNIT NO. 5, GF, 213-C, BEPIN BEHARI GANGULI STREET",
COIMBATOR,EXPRESS HOLIDAYS,MR. P.RANJITH KUMAR,PARTNER,info@expressholidays.in,.,.,0422-4519193,641012,TAMIL NADU,"NO.44, RAJU NAIDU LAYOUT II, 100 FEET ROAD, GANDHIPURAM",www.expressholidays.in
DELHI,EXPLORE NATURE,MR. GIRISH ARORA,MARKETING MANAGER,girish.explorenature@gmail.com,,NULL,011-22243206,110092,DELHI,"FLAT NO. 106. PLOT NO-28, MAITRI APARTMENTS I.P. EXTENSION, PATPARGANJ",
VADODARA,EXPRESS HOTELS PVT. LTD,MR. NIRAV V. GANDHI,DIRECTOR,director.ehpl@expressworld.com,0265-3055200,NULL,0265-3055000,390007,GUJARAT,"EXPRESS TOWER BUILDING, R.C. DUTT ROAD, ALKAPURI",www.expresshotelsindia.com
CHENNAI,EXPRESS TRAVEL CORPORATION,MR. MOHAN,DIRECTOR,contact@expresstravelcorp.com,044 - 28233152,.,"044-28233152, 28272279",600034,TAMILNADU,"21, NEW TANK STREET, NUNGAMBAKKAM",www.expresstravelcorp.com
LADAKH,EXPLORE HIMALAYAS,MR.T.WANGCHUK SHALI,PROPRIETOR,explorehimalayas@gmail.com,,,01982-252727,,JAMMU & KASHMIR,"CHOKHANG COMPLEX, OPP.SBI MAIN BAZAAR LEH",www.ladakhvisit.com
SRINAGAR,EXPLORE INDIA JOURNEYS,MR. MANZOOR AHMAD KARNAI,PROPRIETOR,rajeev@exploreindiajourneys.com,.,9810198203,9810198203,.,JAMMU & KASHMIR,BISHEMBER NAGAR,www.exploreindia.ca
NEW DELHI,EXPLORE INDIA TOURISM (P) LTD.,MR. ABHIJEET MUKHERJEE,M.D.,mktg@exploreindya.net,011-46661000,,011-46661000,,DELHI,"F-8, LOWER GROUND FLOOR, KALKAJI MAIN MARKET, KALKAJI",www.exploreindiatourism.com
AGRA,EXPERT TOURS & TRAVELS,MR.KAPIL JAIN,PROPRIETOR,kapil@expertindiatours.com,,9358182811,0562-4006486 (M) 93581828,,UTTAR PRADESH,"NO.4, FIRST FLOOR, M.G. TOWER, HOTEL DELUXE PLAZA, FATEHABAD ROAD",www.expertindiatours.com
NEW DELHI,EXPERIENCES INDIA BY VDOIT4U,MR. VIKAS SUDA,MANAGING DIRECTOR,vikassuda@experiencesindia.com,.,.,011-41064106,110066,DELHI,"F-124, GROUND FLOOR, MOHAMMADPUR, BHIKAJI CAMA PLACE",
NEW DELHI,EXPLORE CULTURE & TOURS (I) PVT.LTD,SHEIKH NAZIR AHMED,MANAGING DIRECTOR,shnazir@nde.vsnl.net.in,011-23328555,,"011-23358711,23358712, 23",,DELHI,"205, AMRIT CHAMBERS, IIND FLOOR 76-77, SCINDIA HOUSE, JANPATH",www.exploreculturetours.com
NEW DELHI,EXPEDITIONS TOURS PVT. LTD.,MR. ARUN DEO SANGER,MANAGING DIRECTOR,exped@vsnl.com,011-26534339,,011-26534450/ 26534339,,DELHI,"112-B, AASHIRWAD COMPLEX D-1(K-84), GREEN PARK (MAIN)",
NEW DELHI,EXOTIC TOURS,MR. KIRAN SANT,C.E.O,general@exotictours.in,011-26859055,0,"011-26850823, 26858361",,DELHI,"65-A, UPPER GROUND FLOOR OMPRO TOWERS, KALU SARAI",www.exotictours.in
NEW DELHI,EXOTIQUE EXPEDITIONS (P) LTD.,MR. JAYARAMAN. V.,MANAGING DIRECTOR,info@exotique.in,011-42730400,0091-9810202505,011-28081341-43,110075,DELHI,"207, R.G. COMPLEX, PLOT NO. 8 CENTRAL MARKET, SECTOR 5, DWARKA",www.exotiqueindia.com
NEW DELHI,EXOTIC INDIA ESCAPES,MR.ASHISH GUPTA,DIRECTOR,ashish.gupta@exocticindiaescapes.com,,NULL,011-28042664,,DELHI,"NO.671, 3RD FLOOR, SECTOR-19, POCKET-2, DWARKA",www.exoticindiaescapes.com
NEW DELHI,EXOTIC INDIA TOURISM,MR. JAHANGIR AHMAD WANI,PROPRIETOR,exoticindiatourism@gmail.com,.,0091 - 9891325429,"011 - 43080691,43083691",110001,DELHI,"G - 22, CONNAUGHT PLACE",www.exoticindiatourism.com
NEW DELHI,EXOTIC JOURNEYS PVT. LTD.,MR. RAJ SINGH,DIRECTOR,exotic@del2.vsnl.net.in,011-26124073,,"011-26124069, 26124070",,DELHI,"NO. 7, 2ND FLOOR, LOCAL SHOPPING CENTRE B-7, VASANT ARCADE, VASANT KUNJ",www.exoticjourneys.in
GHAZIABAD,EXCURSION HOLIDAYS PVT. LTD.,MR. NITIN TYAGI,DIRECTOR,info@excursionholiday.com,0120 - 4545485,9999200364,0120-4545485,201010,UTTAR PRADESH,"B2/465 SEC-04, VAISHALI",www.excursionholidays.com
MUMBAI,EXECUTIVE TOURS (INDIA) PVT. LTD.,MR. VIJAY KUMAR JHUNJHUNWALA,DIRECTOR,executivetours@gmail.com,022 - 26206954,+91 .,022 - 26255902 /03 /50,400053,MAHARASHTRA,"F-132/133, ARK ARCADE, SHRI ASHTVINAYAK CHS, OLD D.N. NAGAR, GANESH CHOWK, ANDHERI (WEST)",.
KOLKATA,EXCLUSIVE TRAVELS PVT. LTD.,MR. SHAM LAL SONI,DIRECTOR,exclusivet.ccu@gmail.com,033-22805160,.,"033-22806590, 22806591",,WEST BENGAL,"19/1, CAMAC STREET",
JAIPUR,EXCLUSIVE VACATIONS PVT. LTD,MS. SWATI SINGH,MANAGING DIRECTOR,ss@travelfinesse.co.in,.,.,0141-2292204,302006,RAJASTHAN,"32, NAND PURI EXTN., HAWA SARAK",www.evpltravel.com
KOLKATA,EXCLUSIVES SERVICES,MR. PALLAB DEY ROY,PARTNER/ MR. DEBABRATA CHAKRABORTY,exclserv@rediffmail.com,.,0091 - 9433274315,0091- 983052508/ 9830523507,700051,WEST BENGAL,"B2/17, PANCHSHEEL COMPLEX, M.B. ROAD BIRATI",www.exclusiveservice.com
GURGAON,EVOQUE HOTEL MARKETING,MS. GITA CHAUDHRY,PARTNER,gita@evoquemarketing.com,.,+91-9871907474,+91-124-4426060,122002,DELHI,"C6, H16/6, DLF PHASE-1",www.evoquehotelmarkerting.com
NEW DELHI,EXCEL NETWORK TOURS & CONFERENCE ORGANISERS,MR. MANISH MEHRA,M.D.,exceltours@airtelmail.in,011-43588630,,"011-43559595, (M) 9811155",,DELHI,"55, RANI JHANSI ROAD",www.glimpsesofindia.in
JAIPUR,EXCLUSIVE INDIA JOURNEYS,MR. YOGESH GUPTA,PROPRIETOR,exclind@airtelmail.in,,NULL,0141-5600931,302021,RAJASTHAN,"301, VAISHALI TOWER, I NURSERY CIRCLE, VAISHALI NAGAR",www.exclusiveindiajourneys.in
MUMBAI,EXCLUSIVE HOLIDAYS,MR. NIMESH GUPTA,PARTNER,exclusivemum@gmail.com,.,.,0091-22-6587 6112,400059,MAHARASHTRA,"1407-C WING, RAJ PARADISE, OFF. MILITARY ROAD, MAROL, ANDHERI EAST",
GURGAON,ETERNITY TRAVEL & TOUR PVT. LTD.,MR. S.P. AERY - DIRECTOR,MR. SANJEEV AERY - DIRECTOR,eternity@vsnl.com,0124-4257055,,0124-4257052/053/054,,HARYANA,"V 37/3, DLF PHASE-3",www.eternitytravelindia.com
NEW DELHI,EVERETT TRAVEL SERVICE (A Division of Everett India P.Ltd),MR.T.BANERJEE,CHAIRMAN & MANAGING DIRECTOR,tours@everett.co.in,011-23415748,,"011-23411117, 23417217, 2",,DELHI,"C-9,PREM HOUSE,1ST FLOOR,PREM HOUSE CONNAUGHT PLACE",www.everetttravels.com
BANGALORE,ESSEL LEISURE SERVICES (P) LTD.,MR. SANJAR IMAM,DIRECTOR,info@pancheworld.com,080 - 43573005,0091 - 9880895666,080-43573004,560042,KARNATAKA,"A-1 , SPL HABITAT # 138 GANGADHAR CHETTY ROAD ULSOOR",www.panacheindia.in
KENDRAPARA,ESTUARINE VILLAGE RESORT (APASS INDIA LEISURE SOLUTIONS PVT. LTD.),MR. AMBRISH JHA,DIRECTOR,info@villageresort.in,.,9163580464,0674 - 2547339,754248,ODISHA,NALITAPATIA (VIA ISHWARPUR) RAJNAGAR BLOCK NEAR BHITARKANIKA NATIONAL PARK,www.villageresort.in
AGRA,ETERNAL GLORIES,MR. KUNWAR ANURAG,C.E.O.,e.glories@gmail.com,0562 - 2602660,0091 - 9837268515,0562 - 2602660,282007,UTTAR PRADESH,"305, PADAM BUSINESS PARK SECTOR-12A, AVAS VIKAS",www.eternalglories.com
GHAZIABAD,ETERNAL JOURNEYS PVT. LTD.,MR. MAHENDRA SINGH RAWAT,DIRECTOR,office@eternaljourneys.in,,NULL,"0120-4121692, (M) 8800700",201010,UTTAR PRADESH,"OFFICE NO. 8, 3RD FLOOR MAHALUXMI SQAURE C-1, ABHAY KHAND-2, INDIRAPURAM",www.eternaljourneys.in
DELHI,EQUINOX,MR.VIKRAM BHALLA,VICE PRESIDENT,vikram.bhalla@equinoxtravelindia.com,011-43559438,.,011-23288135-137,110002,DELHI,"HOTEL FLORA, FIRST FLOOR 4933-4936, DAYANAND MARG, DARYA GANJ",www.equinoxtravelindia.com
NASHIK,ERUDITE TRAVEL CONSULTANTS LLP,MR. JAY KAJARIA,PARTNER,info@bespokeindiaholidays.com,.,0091-9822063682,0235-2344714,422005,MAHARASHTRA,"6/16, SAPAT VILLA, NEAR MAKALOO HOTEL, GANGAPUR ROAD",www.bespokeindiaholidays.com
NEW DELHI,ERA TOURS & TRAVELS (I) PVT.LTD.,MRS. RICHA NAYAL,MANAGING DIRECTOR,eratours@hotmail.com,011-66304663,-9810531871,"011-23323190,23711404, 23",,DELHI,"210, NEW DELHI HOUSE 27, BARAKHAMBA ROAD, CONNAUGHT PLACE",www.eraindiatours.com
NEW DELHI,ERCO TRAVELS PVT. LTD.,MR. RAVI GOSAIN,MG.DIRECTOR,info@ercotravels.com,011-22755049,919810005635,"011-45329900, 45329901, 4",,DELHI,"C-53, SHASHI GARDEN, POCKET-5, MAYUR VIHAR, PHASE-I",www.ercotravels.com
BANGALORE,ENCHANTING TRAVELS (P) LTD.,MR. PARIKSHAT LAXMINARAYAN,M.D.,info@enchanting-travels.com,080-41525610,.,"080-41525611, 41525610",,KARNATAKA,"660/1, AKSHAYA, 2ND FLOOR,HAL 2ND STAGE INDIRANAGAR, 100 FT. ROAD",www.enchanting-travels.com
NOIDA,ENVOY TOURS & TRAVELS,MRS. DEEPA JAIN,DIRECTOR,envoy.travels@gems.vsnl.net.in,0120-2528150,,"0120-2528950, 2545454",,UTTAR PRADESH,"N-195, SECOND FLOOR SECTOR - 12",
NEW DELHI,ELKEBEE MEDIA & PR CONSULTANTS,MR. S.K.BAKHSHI,CHIEF EXECUTIVE,skbakhshi@hotmail.com,011-25555426,,011-25555425,,DELHI,"C-2-D/65 C, JANAKPURI",
NEW DELHI,EMMA HORNE TRAVEL,MS. EMMA ROSE HORNE,PROPRIETOR,info@emmahornetravel.com,.,0091 - 981 057 9143,011-64000546/ 547/548,110074,DELHI,"D-10, 2nd FLOOR, CHATTARPUR ENCLAVE, CHATTARPUR, PHASE-1",www.emmahornetravel.com
COIMBATORE,EMPEROR TRAVELINE,MR. K. CHANDRAN,PARTNER,info@emperortraveline.com,0422-2542386,.,0422-4500600,,TAMIL NADU,"32-A, BASHYAKARALU ROAD R.S. PURAM",www.emperortraveline.com
MUMBAI,ELEPHANTA TOURS,MR. SIDDHANT S. PADTE,PROPRIETOR,siddhant@elephantatours.com,,NULL,022-60607026-27,400028,MAHARASHTRA,"502, SHREE SARASWATI CHS, CHURCH, DADAR (W)",www.elephantatours.com
NEW DELHI,ELITE CLASS MANAGEMENT SERVICES,MS. MANJU BHATI,PARTNER,info@ecms.co.in,.,.,0091-11-45138940,110077,DELHI,"F-11, 1ST FLOOR, MANISH MALL, SECTOR-22, DWARKA",www.ecms.co.in
NEW DELHI,ELITE CLASS MANAGEMENT SERVICES PVT. LTD.,MRS. MANJU BHAT,DIRECTOR,info@ecms.co.in,.,.,0091-11-4513 8940,110077,DELHI,"F-11, MANISH GLOBAL MALL, DWARKA, SECTOR-22",www.ecms.co.in
NEW DELHI,ELAND HOLIDAYS PVT. LTD.,MR. VARUN SHARMA,DIRECTOR,varun@elandholidays.com,,,"011-41657043, 41043218",,DELHI,"SUITE NO. 304, 3RD FLOOR, J-128, MOHAMMEDPUR,  NR. BHIKAJI CAMA PLACE",www.elandholidays.com
NEW DELHI,ELEGANT JOURNEYS,MR.VIVEK WADHAWAN,PROPRIETOR,vivek@elegantjourneys.co,,.,011-42531515,,DELHI,"D-8/8048, VASANT KUNJ",www.elegantjourneys.co
NEW DELHI,EdTERRA EDVENTURES PVT. LTD,MR. SHONU CHANDRA,DIRECTOR,shonu.chandra@edterra.com,,NULL,011- 42283515,110008,DELHI,"1211, PADMA TOWER-I,5, RAJENDRA PLACE",www.edterra.com
BHUBANESWAR,ECSELS THE TRAVEL AGENCY (P) LTD.,MR. SANJAY KUMAR MOHANTY,DIRECTOR,ecselsholidays@gmail.com,0674-2547853,.,0674-2547853/2547339,,ODISHA,"B-23, SAHEED NAGAR",www.etholidays.com
MUNNAR,EDASSERY EAST END,MR. E.J. VARKEYACHAN,MANAGING DIRECTOR,info@edasserygroup.com,04865-230227,.,"04865-230451-3, 230191",,KERALA,TEMPLE ROAD,www.edasserygroup.com
HOOGHLY,EDPL HOLIDAYS (A DIVISION OF ENCORE DIGITECH PVT. LTD.),MR. TUSHAR KATI DUTTA,PROPRIETOR,touredpl@gmail.com,,.,"033-22263871, 22657424",,WEST BENGAL,"14, RAMSITA GHAT STREET, GROUND FLOOR, BHADRAKALI",www.edpl.in
NEW DELHI,EAZE TOURS,MR. MANOJ SINGH RANA,DIRECTOR,info@eazetours.com,.,.,0091 -11-65165102/103,110075,DELHI,"EAZE HOUSE NO.-06,BLOCK A7, POCKET-08, SECTOR-23 B, DWARKA",www.eazetours.com
NEW DELHI,ECO EXPEDITIONS & TOURS PVT. LTD.,DR. AKHILESH KR. SINGH,DIRECTOR,akhilesh@visitbhutan.com,0091-11-28084907, 0091-9899246342,"0091-11-28084903, 28084904",110075,DELHI,"207, EROS METRO MALL, SECTOR-14, DWARKA",www.visitbhutan.com
JAIPUR,ECOILYN TRAVELS,MR.SHAILENDRA SINGH,DIRECTOR,travel@ecoilyn.com,,,"0141-5142230, 2352230 (M)",,RAJASTHAN,"BUNGLOW-169, OFFICER'S CAMPUS MAIN, VISHNU MARG, SIRSI ROAD, KHATIPURA",www.ecoilyn.com
NEW DELHI,ECOS (I) MOBILITY & HOSPITALITY PVT. LTD.,MR. RAJESH LOOMBA,MANAGING DIRECTOR,admin@ecorentacar.com,011- 41550515,+91 9810598551,"011- 40794079, 40704010",110003,DELHI,"238, Second Floor, Okhla Phase-3, ",www.ecorentacar.com
GURGAON,EASY TOUR OF INDIA PVT. LTD.,MR. ROHIT TRIKHA,DIRECTOR,delhi@easytoursofindia.com,0124- 4208824,9412255933,0124-4208822,122004,HARYANA,"OFFICE# 906, 9TH FLOOR, DLF CITY COURT, SIKANDERPUR",www.easytoursofindia.com
